Image,Class,Confidence,Class_ID
IMG_20251125_122024.jpg,Pedestrian Crossing,0.9433844089508057,3
IMG_20251125_122030.jpg,Roundabout Ahead,0.6750950217247009,4
IMG_20251125_122030.jpg,Pedestrian Crossing,0.5108105540275574,3
IMG_20251125_124406.jpg,No Through Road (T-Sign),0.9841379523277283,2
20260110_172729.jpg,Pedestrian Crossing,0.9387335181236267,3
IMG_20260106_160600_879.jpg,No Entry (One Way),0.9943087697029114,1
IMG_20260106_161746_914.jpg,No Entry (One Way),0.9635941982269287,1
IMG_20260106_162033_174.jpg,No Entry (One Way),0.9365029335021973,1
IMG_20260106_162103_269.jpg,No Entry (One Way),0.9854039549827576,1
IMG_20260106_162110_401.jpg,Stop,0.9840206503868103,5
IMG_20260106_162304_258.jpg,Blind-Spot Mirror (Convex),0.9889057874679565,0
IMG_20260110_171246_403.jpg,No Through Road (T-Sign),0.47536346316337585,2
IMG_20260110_172521_196.jpg,Pedestrian Crossing,0.9838994741439819,3
IMG_20260110_172523_601.jpg,Pedestrian Crossing,0.9548202753067017,3
IMG_20260110_172625_333.jpg,Pedestrian Crossing,0.9495303630828857,3
IMG_20260110_172947_725.jpg,No Entry (One Way),0.4514259397983551,1
IMG_20260110_172947_725.jpg,Roundabout Ahead,0.4357452094554901,4
IMG_20260110_173014_412.jpg,Roundabout Ahead,0.3442818522453308,4
IMG_20260110_173014_412.jpg,No Entry (One Way),0.27598336338996887,1
IMG_20260110_173104_171.jpg,No Entry (One Way),0.9108436107635498,1
IMG_20260110_173326_716.jpg,Blind-Spot Mirror (Convex),0.9907281398773193,0
IMG_20260110_173508_968.jpg,Stop,0.8955100774765015,5
IMG_20260110_173644_468.jpg,Stop,0.8767914772033691,5
IMG_20260113_082936_743.jpg,Blind-Spot Mirror (Convex),0.9963223934173584,0
IMG_20260113_082952_561.jpg,No Entry (One Way),0.9312151670455933,1
IMG_20260113_083553_539.jpg,Stop,0.9865303635597229,5
IMG_20260113_083805_099.jpg,Pedestrian Crossing,0.9589210748672485,3
IMG_20260113_084957_227.jpg,Pedestrian Crossing,0.974729061126709,3
IMG_20260113_085011_841.jpg,Pedestrian Crossing,0.9909084439277649,3
IMG_20260113_085025_925.jpg,Roundabout Ahead,0.9850518703460693,4
IMG_8805.jpeg,Stop,0.9904502034187317,5
IMG_8815.jpeg,Stop,0.6544950604438782,5
IMG_8815.jpeg,Stop,0.37089136242866516,5
wall_stop.jpeg,No Entry (One Way),0.94622403383255,1
